nose: x=0.0939150006, y=-0.5390969515, z=-0.1114066839
left_eye: x=0.0939150006, y=-0.5390969515, z=-0.1114066839
right_eye: x=0.0939150006, y=-0.5390969515, z=-0.1114066839
left_ear: x=0.0939150006, y=-0.5390969515, z=-0.1114066839
right_ear: x=0.0939150006, y=-0.5390969515, z=-0.1114066839
left_shoulder: x=-0.0094783716, y=-0.4374650121, z=0.0350232571
right_shoulder: x=-0.0499863774, y=-0.4730137885, z=-0.2199243456
left_elbow: x=-0.0299134068, y=-0.2137711197, z=0.1683153808
right_elbow: x=-0.1006511375, y=-0.2861461043, z=-0.3252752423
left_wrist: x=0.1143494099, y=-0.1110692620, z=0.0823429227
right_wrist: x=0.1111465544, y=-0.1456371844, z=-0.2169397473
left_hip: x=0.0109927934, y=0.0044774115, z=0.1131556332
right_hip: x=-0.0123247048, y=0.0002562478, z=-0.1165024489
left_knee: x=-0.0093510617, y=0.3993147612, z=0.1470459104
right_knee: x=-0.0182281360, y=0.4090663791, z=-0.0048458679
left_ankle: x=-0.0648484826, y=0.8048833609, z=0.1833546609
right_ankle: x=-0.0819361135, y=0.8284696341, z=0.0802167952
